province,constituency,amphoe,tambon,unit,form_type,eligible_voters,turnout,ballots_allocated,ballots_used,valid_ballots,spoiled_ballots,abstain_ballots,ballots_remaining,candidate_number,candidate_name,party,votes,votes_th,validation,source
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,9,party_list,434,209,420,209,199,10,0,211,56,,เพื่อบ้านเมือง,2,สอง,PASS,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 9\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,9,party_list,434,209,420,209,199,10,0,211,57,,พลังไทยรักชาติ,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 9\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,9,constituency,434,0,420,209,201,6,2,211,1,,กล้าธรรม,77,เจ็ดสิบเจ็ด,PASS,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 9\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,9,constituency,434,0,420,209,201,6,2,211,2,,ภูมิใจไทย,1,หนึ่ง,PASS,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 9\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,9,constituency,434,0,420,209,201,6,2,211,3,,เพื่อไทย,5,ห้า,PASS,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 9\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,9,constituency,434,0,420,209,201,6,2,211,4,,ประชาชน,12,สิบสอง,PASS,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 9\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,9,constituency,434,0,420,209,201,6,2,211,5,,ไทรวมพลัง,104,หนึ่งร้อยสี่,PASS,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 9\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,9,constituency,434,0,420,209,201,6,2,211,6,,ประชาธิปไตยใหม่,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 9\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,9,constituency,434,0,420,209,201,6,2,211,7,,พลังประชารัฐ,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 9\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,9,constituency,434,0,420,209,201,6,2,211,8,,ประชาธิปัตย์,1,หนึ่ง,PASS,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 9\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,9,constituency,434,0,420,209,201,6,2,211,9,,เศรษฐกิจ,1,หนึ่ง,PASS,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 9\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,9,constituency,434,0,420,209,201,6,2,211,10,,ไทยก้าวใหม่,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลท่าไห\หน่วยเลือกตั้งที่ 9\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,1,,ไทยทรัพย์ทวี,10,สิบ,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,2,,เพื่อชาติไทย,5,ห้า,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,3,,ใหม่,2,สอง,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,4,,มิติใหม่,3,สาม,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,5,,รวมใจไทย,4,สี่,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,6,,รวมไทยสร้างชาติ,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,7,,พลวัต,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,8,,ประชาธิปไตยใหม่,3,สาม,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,9,,เพื่อไทย,27,ยี่สิบเจ็ด,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,10,,ทางเลือกใหม่,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,11,,เศรษฐกิจ,7,เจ็ด,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,12,,เสรีรวมไทย,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,13,,รวมพลังประชาชน,7,เจ็ด,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,14,,ท้องที่ไทย,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,15,,อนาคตไทย,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,16,,พลังเพื่อไทย,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,17,,ไทยชนะ,1,หนึ่ง,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,18,,พลังสังคมใหม่,1,หนึ่ง,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,19,,สังคมประชาธิปไตยไทย,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,20,,ฟิวชัน,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,21,,ไทรวมพลัง,23,ยี่สิบสาม,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,22,,ก้าวอิสระ,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,23,,ปวงชนไทย,1,หนึ่ง,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,24,,วิชชั่นใหม่,5,ห้า,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,25,,เพื่อชีวิตใหม่,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,26,,คลองไทย,1,หนึ่ง,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,27,,ประชาธิปัตย์,71,เจ็ดสิบเอ็ด,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,28,,ไทยก้าวหน้า,1,หนึ่ง,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,29,,ไทยภักดี,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,30,,แรงงานสร้างชาติ,3,สาม,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,31,,ประชากรไทย,1,หนึ่ง,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,32,,ครูไทยเพื่อประชาชน,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,33,,ประชาชาติ,1,หนึ่ง,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,34,,สร้างอนาคตไทย,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,35,,รักชาติ,1,หนึ่ง,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,36,,ไทยพร้อม,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,37,,ภูมิใจไทย,17,สิบเจ็ด,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,38,,พลังธรรมใหม่,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,39,,กรีน,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,40,,ไทยธรรม,1,หนึ่ง,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,41,,แผ่นดินธรรม,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,42,,กล้าธรรม,15,สิบห้า,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,43,,พลังประชารัฐ,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,44,,โอกาสใหม่,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,45,,เป็นธรรม,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,46,,ประชาชน,56,ห้าสิบหก,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,47,,ประชาไทย,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,48,,ไทยสร้างไทย,1,หนึ่ง,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,49,,ไทยก้าวใหม่,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,50,,ประชาอาสาชาติ,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,51,,พร้อม,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,52,,เครือข่ายชาวนาแห่งประเทศไทย,1,หนึ่ง,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,53,,ไทยพิทักษ์ธรรม,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,54,,ความหวังใหม่,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,55,,ไทยรวมไทย,1,หนึ่ง,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,56,,เพื่อบ้านเมือง,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,party_list,525,283,520,283,270,7,6,237,57,,พลังไทยรักชาติ,270,สองร้อยเจ็ดสิบ,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,constituency,525,283,520,283,270,8,5,237,1,,กล้าธรรม,131,หนึ่งร้อยสามสิบเอ็ด,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,constituency,525,283,520,283,270,8,5,237,2,,ภูมิใจไทย,224,สองร้อยยี่สิบสี่,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,constituency,525,283,520,283,270,8,5,237,3,,เพื่อไทย,239,สองร้อยสามสิบเก้า,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,constituency,525,283,520,283,270,8,5,237,4,,ประชาชน,426,สี่ร้อยยี่สิบหก,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,constituency,525,283,520,283,270,8,5,237,5,,ไทรวมพลัง,97,เก้าสิบเจ็ด,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,constituency,525,283,520,283,270,8,5,237,6,,ประชาธิปไตยใหม่,261,สองร้อยหกสิบเอ็ด,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,constituency,525,283,520,283,270,8,5,237,7,,พลังประชารัฐ,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,constituency,525,283,520,283,270,8,5,237,8,,ประชาธิปัตย์,0,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,constituency,525,283,520,283,270,8,5,237,9,,เศรษฐกิจ,2,สอง,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,1,constituency,525,283,520,283,270,8,5,237,10,,ไทยก้าวใหม่,2,ศูนย์,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,10,party_list,684,404,680,404,375,29,15,296,1,,ไทยทรัพย์ทวี,9,เก้า,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 10\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,10,party_list,684,404,680,404,375,29,15,296,2,,เพื่อชาติไทย,1,หนึ่ง,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 10\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,10,party_list,684,404,680,404,375,29,15,296,3,,ใหม่,5,ห้า,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 10\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,10,party_list,684,404,680,404,375,29,15,296,4,,มิติใหม่,0,,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 10\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,10,party_list,684,404,680,404,375,29,15,296,5,,รวมใจไทย,26,ยี่สิบหก,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 10\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,10,party_list,684,404,680,404,375,29,15,296,6,,รวมไทยสร้างชาติ,0,,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 10\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,10,party_list,684,404,680,404,375,29,15,296,7,,พลวัต,0,,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 10\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,10,party_list,684,404,680,404,375,29,15,296,8,,ประชาธิปไตยใหม่,3,สาม,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 10\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,10,party_list,684,404,680,404,375,29,15,296,9,,เพื่อไทย,63,หกสิบสาม,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 10\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,10,party_list,684,404,680,404,375,29,15,296,10,,ทางเลือกใหม่,1,หนึ่ง,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 10\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,10,party_list,684,404,680,404,375,29,15,296,11,,เศรษฐกิจ,10,สิบ,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 10\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,10,party_list,684,404,680,404,375,29,15,296,12,,เสรีรวมไทย,2,สอง,PASS,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 10\5ทับ18(บช).pdf
