effective_vote_sum,error,error_ratio,error_type,file,retry_count,rows,status,total_seconds,total_votes,used_fast_parser,used_llm,valid_ballots,vote_diff
1236,,3.944,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลนาคำใหญ่/หน่วยเลือกตั้งที่ 1/5 ทับ 18 (บช).pdf,0,57,REVIEW,18.42,1498,True,True,250,986
255,,0.011628,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลนาคำใหญ่/หน่วยเลือกตั้งที่ 1/5 ทับ 18.pdf,0,10,REVIEW,0.014,255,True,False,258,3
192,,0.0,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลนาคำใหญ่/หน่วยเลือกตั้งที่ 2/5 ทับ 18 (บช).pdf,0,57,REVIEW,18.18,384,True,True,192,0
194,,0.0,likely_llm_extraction_error,rawData/อำเภอเขื่องใน/ตำบลนาคำใหญ่/หน่วยเลือกตั้งที่ 2/5 ทับ 18.pdf,0,10,REVIEW,5.272,194,True,True,194,0
66,,0.057143,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลนาคำใหญ่/หน่วยเลือกตั้งที่ 3/5ทับ18(บช).pdf,0,57,REVIEW,19.033,66,True,True,70,4
72,,0.0,summary_ballot_inconsistency,rawData/อำเภอเขื่องใน/ตำบลนาคำใหญ่/หน่วยเลือกตั้งที่ 3/5ทับ18.pdf,0,10,REVIEW,0.013,72,True,False,72,0
838,,,warning_only,rawData/อำเภอเขื่องใน/ตำบลนาคำใหญ่/หน่วยเลือกตั้งที่ 4/5ทับ18(บช).pdf,0,15,WARNING,0.02,838,True,False,,
197,,0.503817,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลนาคำใหญ่/หน่วยเลือกตั้งที่ 4/5ทับ18.pdf,0,10,REVIEW,5.217,197,True,True,131,66
127,,0.141892,moderate_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลนาคำใหญ่/หน่วยเลือกตั้งที่ 5/5ทับ18(บช).pdf,0,57,REVIEW,18.067,127,True,True,148,21
152,,0.0,warning_only,rawData/อำเภอเขื่องใน/ตำบลนาคำใหญ่/หน่วยเลือกตั้งที่ 5/5ทับ18.pdf,0,10,WARNING,0.014,152,True,False,152,0
348,,0.054545,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลนาคำใหญ่/หน่วยเลือกตั้งที่ 6/5ทับ18(บช).pdf,0,57,REVIEW,16.404,678,True,True,330,18
339,,0.17301,moderate_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลนาคำใหญ่/หน่วยเลือกตั้งที่ 6/5ทับ18.pdf,0,10,REVIEW,5.143,339,True,True,289,50
472,,,warning_only,rawData/อำเภอเขื่องใน/ตำบลนาคำใหญ่/หน่วยเลือกตั้งที่ 7/5ทับ18(บช).pdf,0,15,WARNING,0.032,472,True,False,,
294,,0.02,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลนาคำใหญ่/หน่วยเลือกตั้งที่ 7/5ทับ18.pdf,0,6,REVIEW,0.009,294,True,False,300,6
260,,0.04,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลนาคำใหญ่/หน่วยเลือกตั้งที่ 8/5ทับ18(บช).pdf,0,57,REVIEW,0.064,260,True,False,250,10
280,,0.0,warning_only,rawData/อำเภอเขื่องใน/ตำบลนาคำใหญ่/หน่วยเลือกตั้งที่ 8/5ทับ18.pdf,0,10,WARNING,0.011,280,True,False,280,0
584,,0.112381,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลบ้านกอก/หน่วยเลือกตั้งที่ 1/5ทับ18(บช).pdf,0,57,REVIEW,16.853,1109,True,True,525,59
528,,0.00189,small_vote_mismatch_warning,rawData/อำเภอเขื่องใน/ตำบลบ้านกอก/หน่วยเลือกตั้งที่ 1/5ทับ18.pdf,0,6,WARNING,0.009,528,True,False,529,1
443,,0.10142,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลบ้านกอก/หน่วยเลือกตั้งที่ 2/5ทับ18(บช).pdf,0,57,REVIEW,18.846,936,True,True,493,50
516,,0.0,clean,rawData/อำเภอเขื่องใน/ตำบลบ้านกอก/หน่วยเลือกตั้งที่ 2/5ทับ18.pdf,0,10,PASS,0.014,516,True,False,516,0
161,,0.0,clean,rawData/อำเภอเขื่องใน/ตำบลบ้านกอก/หน่วยเลือกตั้งที่ 3/5ทับ18(บช).pdf,0,57,PASS,19.018,161,True,True,161,0
,Missing OCR text: ocr_texts/อำเภอเขื่องใน/ตำบลบ้านกอก/หน่วยเลือกตั้งที่ 3/5ทับ18_ocr.txt,,,rawData/อำเภอเขื่องใน/ตำบลบ้านกอก/หน่วยเลือกตั้งที่ 3/5ทับ18.pdf,,0,FAIL,0.0,,,,,
694,,,warning_only,rawData/อำเภอเขื่องใน/ตำบลบ้านกอก/หน่วยเลือกตั้งที่ 4/5ทับ18(บช).pdf,0,24,WARNING,0.032,694,True,False,,
389,,0.0,clean,rawData/อำเภอเขื่องใน/ตำบลบ้านกอก/หน่วยเลือกตั้งที่ 4/5ทับ18.pdf,0,8,PASS,0.009,389,True,False,389,0
313,,0.045732,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลบ้านกอก/หน่วยเลือกตั้งที่ 5/5ทับ18(บช).pdf,0,57,REVIEW,18.254,313,True,True,328,15
299,,0.091185,moderate_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลบ้านกอก/หน่วยเลือกตั้งที่ 5/5ทับ18.pdf,0,10,REVIEW,0.014,299,True,False,329,30
141,,,warning_only,rawData/อำเภอเขื่องใน/ตำบลบ้านกอก/หน่วยเลือกตั้งที่ 6/5ทับ18(บช).pdf,0,34,WARNING,0.039,141,True,False,,
262,,,warning_only,rawData/อำเภอเขื่องใน/ตำบลบ้านกอก/หน่วยเลือกตั้งที่ 6/5ทับ18.pdf,0,10,WARNING,0.011,262,True,False,,
18,,,warning_only,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 1/5ทับ18(บช).pdf,0,24,WARNING,0.027,18,True,False,,
72,,0.492958,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 1/5ทับ18.pdf,0,10,REVIEW,4.481,72,True,True,142,70
370,,0.897436,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 10/5ทับ18(บช).pdf,0,57,REVIEW,19.8,555,True,True,195,175
184,,,warning_only,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 10/5ทับ18.pdf,0,10,WARNING,0.014,184,True,False,,
497,,1.62963,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 11/5ทับ18(บช).pdf,0,57,REVIEW,21.94,686,True,True,189,308
191,,0.0,clean,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 11/5ทับ18.pdf,0,10,PASS,0.014,191,True,False,191,0
171,,0.055556,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 12/5ทับ18(บช).pdf,0,57,REVIEW,0.062,171,True,False,162,9
168,,0.012048,small_vote_mismatch_warning,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 12/5ทับ18.pdf,0,10,REVIEW,0.011,168,True,False,166,2
623,,1.924883,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 2/5 ทับ18.pdf,0,10,REVIEW,4.645,623,True,True,213,410
155,,0.179894,moderate_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 2/5ทับ18(บช).pdf,0,57,REVIEW,0.079,155,True,False,189,34
353,,0.017291,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 3/5ทับ18(บช).pdf,0,57,REVIEW,18.333,353,True,True,347,6
362,,0.0,warning_only,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 3/5ทับ18.pdf,0,10,WARNING,0.013,362,True,False,362,0
365,,0.033994,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 4/5ทับ18(บช).pdf,0,57,REVIEW,0.063,365,True,False,353,12
363,,0.0,clean,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 4/5ทับ18.pdf,0,10,PASS,0.011,363,True,False,363,0
157,,0.039735,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 5/5ทับ18(บช).pdf,0,57,REVIEW,22.942,157,True,True,151,6
157,,0.026144,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 5/5ทับ18.pdf,0,10,REVIEW,4.129,157,True,True,153,4
658,,2.163462,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 6/5ทับ18(บช).pdf,0,57,REVIEW,15.71,658,True,True,208,450
208,,0.0,clean,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 6/5ทับ18.pdf,0,4,PASS,0.006,208,True,False,208,0
241,,0.142349,moderate_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 7/5ทับ18(บช).pdf,0,55,REVIEW,18.317,241,True,True,281,40
289,,0.0,summary_ballot_inconsistency,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 7/5ทับ18.pdf,0,8,REVIEW,0.012,289,True,False,289,0
298,,0.0,warning_only,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 8/5ทับ18(บช).pdf,0,32,WARNING,0.038,298,True,False,298,0
318,,0.0,clean,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 8/5ทับ18.pdf,0,8,PASS,0.009,318,True,False,318,0
556,,0.293023,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 9/5ทับ18(บช).pdf,0,57,REVIEW,19.844,556,True,True,430,126
454,,0.0,warning_only,rawData/อำเภอเขื่องใน/ตำบลบ้านไทย/หน่วยเลือกตั้งที่ 9/5ทับ18.pdf,0,10,WARNING,0.014,454,True,False,454,0
66,,0.67,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 1/5ทับ18(บช).pdf,0,34,REVIEW,12.629,66,True,True,200,134
148,,0.408,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 1/5ทับ18.pdf,0,10,REVIEW,4.484,148,True,True,250,102
259,,0.301508,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 10/5ทับ18(บช).pdf,0,57,REVIEW,21.028,259,True,True,199,60
192,,0.0,warning_only,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 10/5ทับ18.pdf,0,10,WARNING,0.013,192,True,False,192,0
79,,0.496815,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 2/5ทับ18(บช).pdf,0,56,REVIEW,17.418,79,True,True,157,78
164,,0.661157,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 2/5ทับ18.pdf,0,10,REVIEW,4.345,164,True,True,484,320
397,,0.144092,moderate_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 3/5ทับ18(บช).pdf,0,57,REVIEW,18.821,397,True,True,347,50
415,,0.0,summary_ballot_inconsistency,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 3/5ทับ18.pdf,0,10,REVIEW,0.014,415,True,False,415,0
337,,0.0,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 4/5ทับ18(บช).pdf,0,57,REVIEW,20.655,674,True,True,337,0
123,,0.635015,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 4/5ทับ18.pdf,0,10,REVIEW,3.317,123,True,True,337,214
202,,0.004975,small_vote_mismatch_warning,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 5/5ทับ18(บช).pdf,0,57,WARNING,18.036,202,True,True,201,1
211,,0.0,warning_only,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 5/5ทับ18.pdf,0,10,WARNING,0.014,211,True,False,211,0
738,,0.94723,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 6/5ทับ18(บช).pdf,0,57,REVIEW,18.85,738,True,True,379,359
348,,0.0,clean,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 6/5ทับ18.pdf,0,5,PASS,0.008,348,True,False,348,0
318,,0.37069,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 7/5ทับ18(บช).pdf,0,57,REVIEW,16.989,318,True,True,232,86
193,,0.063107,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 7/5ทับ18.pdf,0,10,REVIEW,3.751,193,True,True,206,13
198,,0.28,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 8/5ทับ18(บช).pdf,0,57,REVIEW,17.821,198,True,True,275,77
296,,0.203252,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 8/5ทับ18.pdf,0,10,REVIEW,3.993,296,True,True,246,50
66,,,warning_only,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 9/5ทับ18 (บช).pdf,0,23,WARNING,0.041,66,True,False,,
177,,0.011173,small_vote_mismatch_warning,rawData/อำเภอเขื่องใน/ตำบลยางขี้นก/หน่วยเลือกตั้งที่ 9/5ทับ18.pdf,0,10,WARNING,0.013,177,True,False,179,2
246,,,warning_only,rawData/อำเภอเขื่องใน/ตำบลศรีสุข/หน่วยเลือกตั้งที่ 1/5ทับ18(บช).pdf,0,15,WARNING,0.02,246,True,False,,
276,,0.067568,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลศรีสุข/หน่วยเลือกตั้งที่ 1/5ทับ18.pdf,0,5,REVIEW,0.006,276,True,False,296,20
290,,0.074074,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลศรีสุข/หน่วยเลือกตั้งที่ 2/5ทับ18(บช).pdf,0,57,REVIEW,17.26,290,True,True,270,20
309,,0.006431,small_vote_mismatch_warning,rawData/อำเภอเขื่องใน/ตำบลศรีสุข/หน่วยเลือกตั้งที่ 2/5ทับ18.pdf,0,5,WARNING,0.008,309,True,False,311,2
343,,0.0,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลศรีสุข/หน่วยเลือกตั้งที่ 3/5ทับ18(บช).pdf,0,57,REVIEW,19.593,686,True,True,343,0
352,,0.0,clean,rawData/อำเภอเขื่องใน/ตำบลศรีสุข/หน่วยเลือกตั้งที่ 3/5ทับ18.pdf,0,10,PASS,0.013,352,True,False,352,0
371,,0.002703,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลศรีสุข/หน่วยเลือกตั้งที่ 4/5ทับ18(บช).pdf,0,57,REVIEW,23.329,741,True,True,370,1
383,,0.0,clean,rawData/อำเภอเขื่องใน/ตำบลศรีสุข/หน่วยเลือกตั้งที่ 4/5ทับ18.pdf,0,5,PASS,0.007,383,True,False,383,0
225,,0.0,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลศรีสุข/หน่วยเลือกตั้งที่ 5/5ทับ18(บช).pdf,0,57,REVIEW,27.13,450,True,True,225,0
230,,0.0,summary_ballot_inconsistency,rawData/อำเภอเขื่องใน/ตำบลศรีสุข/หน่วยเลือกตั้งที่ 5/5ทับ18.pdf,0,10,REVIEW,0.015,230,True,False,230,0
335,,0.006006,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลศรีสุข/หน่วยเลือกตั้งที่ 6/5ทับ18(บช).pdf,0,57,REVIEW,23.192,668,True,True,333,2
350,,0.038462,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลศรีสุข/หน่วยเลือกตั้งที่ 6/5ทับ18.pdf,0,10,REVIEW,0.015,350,True,False,364,14
285,,0.096154,moderate_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลศรีสุข/หน่วยเลือกตั้งที่ 7/5ทับ18(บช).pdf,0,57,REVIEW,19.336,285,True,True,260,25
266,,0.0,warning_only,rawData/อำเภอเขื่องใน/ตำบลศรีสุข/หน่วยเลือกตั้งที่ 7/5ทับ18.pdf,0,7,WARNING,0.01,266,True,False,266,0
390,,0.0,warning_only,rawData/อำเภอเขื่องใน/ตำบลศรีสุข/หน่วยเลือกตั้งที่ 8/5 ทับ18.pdf,0,10,WARNING,0.013,390,True,False,390,0
392,,0.050938,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลศรีสุข/หน่วยเลือกตั้งที่ 8/5ทับ18(บช).pdf,0,57,REVIEW,19.022,392,True,True,373,19
5722,,20.114391,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 1/5ทับ18(บช).pdf,0,57,REVIEW,22.367,5993,True,True,271,5451
284,,0.0,summary_ballot_inconsistency,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 1/5ทับ18.pdf,0,10,REVIEW,0.014,284,True,False,284,0
158,,0.018634,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 10/5ทับ18(บช).pdf,0,50,REVIEW,19.543,158,True,True,161,3
161,,0.041667,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 10/5ทับ18.pdf,0,6,REVIEW,0.008,161,True,False,168,7
137,,0.449799,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 11/5ทับ18(บช).pdf,0,33,REVIEW,11.555,137,True,True,249,112
261,,0.0,warning_only,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 11/5ทับ18.pdf,0,10,WARNING,0.021,261,True,False,261,0
376,,0.002667,small_vote_mismatch_warning,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 12/5ทับ18(บช).pdf,0,57,WARNING,22.171,376,True,True,375,1
782,,,party_name_warning,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 12/5ทับ18.pdf,0,8,WARNING,0.011,782,True,False,,
221,,,warning_only,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 13/5ทับ18(บช).pdf,0,34,WARNING,0.04,221,True,False,,
371,,0.016438,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 13/5ทับ18.pdf,0,10,REVIEW,0.011,371,True,False,365,6
65,,,warning_only,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 14/5ทับ18(บช).pdf,0,10,WARNING,0.014,65,True,False,,
344,,0.0,warning_only,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 14/5ทับ18.pdf,0,5,WARNING,0.006,344,True,False,344,0
270,,0.0,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 15/5ทับ18(บช).pdf,0,57,REVIEW,19.924,540,True,True,270,0
292,,0.003436,small_vote_mismatch_warning,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 15/5ทับ18.pdf,0,7,REVIEW,0.011,292,True,False,291,1
236,,0.0,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 16/5ทับ18(บช).pdf,0,57,REVIEW,21.083,497,True,True,236,0
249,,0.0,warning_only,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 16/5ทับ18.pdf,0,10,WARNING,0.014,249,True,False,249,0
271,,0.014545,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 17/5ทับ18(บช).pdf,0,56,REVIEW,0.061,546,True,False,275,4
278,,,clean,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 17/5ทับ18.pdf,0,10,PASS,0.011,278,True,False,,
4770645,,,party_name_warning,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 2/5ทับ18(บช).pdf,0,32,WARNING,0.035,4770645,True,False,,
426,,0.004717,small_vote_mismatch_warning,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 2/5ทับ18.pdf,0,8,REVIEW,0.009,426,True,False,424,2
364,,0.008174,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 3/5ทับ18(บช).pdf,0,57,REVIEW,0.058,364,True,False,367,3
388,,0.015707,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 3/5ทับ18.pdf,0,10,REVIEW,0.011,388,True,False,382,6
167,,0.257778,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 4/5ทับ18(บช).pdf,0,34,REVIEW,12.119,167,True,True,225,58
232,,0.008547,small_vote_mismatch_warning,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 4/5ทับ18.pdf,0,10,WARNING,0.017,232,True,False,234,2
241,,0.171821,moderate_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 5/5ทับ18(บช).pdf,0,57,REVIEW,16.509,241,True,True,291,50
250,,0.0,warning_only,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 5/5ทับ18.pdf,0,4,WARNING,0.007,250,True,False,250,0
324,,0.0,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 6/5ทับ18(บช).pdf,0,57,REVIEW,23.475,648,True,True,324,0
690,,1.0,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 6/5ทับ18.pdf,0,10,REVIEW,5.96,690,True,True,345,345
158,,0.018634,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 7/5ทับ18(บช).pdf,0,50,REVIEW,20.708,158,True,True,161,3
161,,0.0,summary_ballot_inconsistency,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 7/5ทับ18.pdf,0,10,REVIEW,6.224,161,True,True,161,0
264,,,warning_only,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 8/5ทับ18(บช).pdf,0,24,WARNING,0.03,264,True,False,,
161,,1.0125,large_vote_mismatch,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 8/5ทับ18..pdf,0,10,REVIEW,7.139,161,True,True,80,81
217,,0.00463,small_vote_mismatch_warning,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 9/5ทับ18(บช).pdf,0,57,WARNING,23.536,217,True,True,216,1
227,,0.004386,small_vote_mismatch_warning,rawData/อำเภอเขื่องใน/ตำบลสร้างถ่อ/หน่วยเลือกตั้งที่ 9/5ทับ18.pdf,0,5,WARNING,0.006,227,True,False,228,1
155,,0.666667,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลสหธาตุ/หน่วยเลือกตั้งที่ 1/5ทับ18(บช).pdf,0,57,REVIEW,21.656,348,True,True,93,62
221,,,warning_only,rawData/อำเภอเขื่องใน/ตำบลสหธาตุ/หน่วยเลือกตั้งที่ 1/5ทับ18.pdf,0,10,WARNING,0.014,221,True,False,,
206,,0.0,clean,rawData/อำเภอเขื่องใน/ตำบลสหธาตุ/หน่วยเลือกตั้งที่ 2/5ทับ18(บช).pdf,0,25,PASS,0.033,206,True,False,206,0
222,,0.0,summary_ballot_inconsistency,rawData/อำเภอเขื่องใน/ตำบลสหธาตุ/หน่วยเลือกตั้งที่ 2/5ทับ18.pdf,0,10,REVIEW,5.135,222,True,True,222,0
267,,0.003759,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลสหธาตุ/หน่วยเลือกตั้งที่ 3/5ทับ18(บช).pdf,0,57,REVIEW,21.126,533,True,True,266,1
277,,0.0,warning_only,rawData/อำเภอเขื่องใน/ตำบลสหธาตุ/หน่วยเลือกตั้งที่ 3/5ทับ18.pdf,0,10,WARNING,0.012,277,True,False,277,0
293,,0.07571,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลสหธาตุ/หน่วยเลือกตั้งที่ 4/5ทับ18(บช).pdf,0,57,REVIEW,21.122,610,True,True,317,24
320,,0.053254,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลสหธาตุ/หน่วยเลือกตั้งที่ 4/5ทับ18.pdf,0,10,REVIEW,0.015,320,True,False,338,18
236,,0.0,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลสหธาตุ/หน่วยเลือกตั้งที่ 5/5ทับ18(บช).pdf,0,57,REVIEW,20.993,497,True,True,236,0
266,,0.0,clean,rawData/อำเภอเขื่องใน/ตำบลสหธาตุ/หน่วยเลือกตั้งที่ 5/5ทับ18.pdf,0,10,PASS,0.015,266,True,False,266,0
163,,0.035503,party_list_total_copy_error,rawData/อำเภอเขื่องใน/ตำบลสหธาตุ/หน่วยเลือกตั้งที่ 6/5ทับ18(บช).pdf,0,57,REVIEW,20.238,332,True,True,169,6
167,,0.034682,likely_ocr_handwriting_or_digit_error,rawData/อำเภอเขื่องใน/ตำบลสหธาตุ/หน่วยเลือกตั้งที่ 6/5ทับ18.pdf,0,10,REVIEW,5.171,167,True,True,173,6
