api_seconds,api_status,attempt,file,prompt_chars,request_label,response_chars,status_code,total_seconds,wait_seconds
1.13,PASS,1,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 5/5 ทับ 18.pdf,2375,initial,292,200,1.13,0.0
23.052,PASS,1,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 6/5 ทับ18 (บช).pdf,8909,initial,7329,200,23.052,0.0
5.805,PASS,1,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 6/5 ทับ18.pdf,3802,initial,1678,200,5.805,0.0
12.882,PASS,1,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 7/5ทับ18(บช).pdf,6159,initial,4334,200,12.882,0.0
20.982,PASS,1,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 8/5ทับ18(บช).pdf,8533,initial,7619,200,20.982,0.0
4.903,PASS,1,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 8/5ทับ18.pdf,3826,initial,1722,200,4.903,0.0
17.75,PASS,1,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 9/5ทับ18 (บช).pdf,7990,initial,7414,200,17.75,0.0
4.13,PASS,1,rawData/อำเภอเขื่องใน/ตำบลหัวดอน/หน่วยเลือกตั้งที่ 9/5ทับ18.pdf,5029,initial,1661,200,4.13,0.0
13.581,PASS,1,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตตำบลเขื่องใน/หน่วยเลือกตั้งที่ 10/5ทับ18(บช).pdf,7973,initial,6068,200,13.581,0.0
20.374,PASS,1,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตตำบลเขื่องใน/หน่วยเลือกตั้งที่ 11/5ทับ18(บช).pdf,7834,initial,7298,200,20.374,0.0
5.367,PASS,1,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตตำบลเขื่องใน/หน่วยเลือกตั้งที่ 11/5ทับ18.pdf,4897,initial,1719,200,5.367,0.0
19.769,PASS,1,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตตำบลเขื่องใน/หน่วยเลือกตั้งที่ 12/5ทับ18(บช).pdf,7764,initial,7395,200,19.769,0.0
11.024,PASS,1,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตตำบลเขื่องใน/หน่วยเลือกตั้งที่ 13/5ทับ18(บช).pdf,6357,initial,4347,200,11.024,0.0
20.726,PASS,1,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตตำบลเขื่องใน/หน่วยเลือกตั้งที่ 7/5ทับ18(บช).pdf,7842,initial,7377,200,20.726,0.0
5.319,PASS,1,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตตำบลเขื่องใน/หน่วยเลือกตั้งที่ 7/5ทับ18.pdf,4992,initial,1728,200,5.319,0.0
17.202,PASS,1,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตตำบลเขื่องใน/หน่วยเลือกตั้งที่ 9/5ทับ18(บช).pdf,7714,initial,7158,200,17.202,0.0
20.094,PASS,1,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตเทศบาล และนอกเขต/หน่วยเลือกตั้งที่ 3 (เทศบาล)/5ทับ18(บช).pdf,8669,initial,7383,200,20.094,0.0
4.786,PASS,1,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตเทศบาล และนอกเขต/หน่วยเลือกตั้งที่ 4 (เทศบาล)/5ทับ18.pdf,5026,initial,1721,200,4.786,0.0
19.296,PASS,1,rawData/อำเภอเขื่องใน/ตำบลเขื่องใน/เขตเทศบาล และนอกเขต/หน่วยเลือกตั้งที่ 8 (เทศบาล)/5ทับ18(บช).pdf,6557,initial,7199,200,19.296,0.0
21.433,PASS,1,rawData/อำเภอเขื่องใน/ตำบลแดงหม้อ/หน่วยเลือกตั้งที่ 1/5ทับ18(บช).pdf,8244,initial,7392,200,21.433,0.0
18.198,PASS,1,rawData/อำเภอเขื่องใน/ตำบลแดงหม้อ/หน่วยเลือกตั้งที่ 2/5ทับ18(บช).pdf,7731,initial,7236,200,18.198,0.0
4.82,PASS,1,rawData/อำเภอเขื่องใน/ตำบลแดงหม้อ/หน่วยเลือกตั้งที่ 2/5ทับ18.pdf,4964,initial,1714,200,4.82,0.0
21.593,PASS,1,rawData/อำเภอเขื่องใน/ตำบลแดงหม้อ/หน่วยเลือกตั้งที่ 3/5ทับ18(บช).pdf,8193,initial,7374,200,21.593,0.0
16.919,PASS,1,rawData/อำเภอเขื่องใน/ตำบลแดงหม้อ/หน่วยเลือกตั้งที่ 4/5ทับ18(บช).pdf,7758,initial,7158,200,16.919,0.0
4.61,PASS,1,rawData/อำเภอเขื่องใน/ตำบลแดงหม้อ/หน่วยเลือกตั้งที่ 4/5ทับ18.pdf,4878,initial,1704,200,4.61,0.0
15.461,PASS,1,rawData/อำเภอเขื่องใน/ตำบลแดงหม้อ/หน่วยเลือกตั้งที่ 5/5ทับ18(บช).pdf,8359,initial,7094,200,15.461,0.0
4.772,PASS,1,rawData/อำเภอเขื่องใน/ตำบลแดงหม้อ/หน่วยเลือกตั้งที่ 5/5ทับ18.pdf,4750,initial,1700,200,4.772,0.0
19.544,PASS,1,rawData/อำเภอเขื่องใน/ตำบลแดงหม้อ/หน่วยเลือกตั้งที่ 6/5ทับ18(บช).pdf,7674,initial,7386,200,19.544,0.0
5.993,PASS,1,rawData/อำเภอเขื่องใน/ตำบลแดงหม้อ/หน่วยเลือกตั้งที่ 6/5ทับ18.pdf,4840,initial,1724,200,5.993,0.0
21.652,PASS,1,rawData/อำเภอเขื่องใน/ตำบลโนนรัง/หน่วยเลือกตั้งที่ 1/5ทับ18(บช).pdf,8265,initial,7392,200,21.652,0.0
18.733,PASS,1,rawData/อำเภอเขื่องใน/ตำบลโนนรัง/หน่วยเลือกตั้งที่ 2/5ทับ18(บช).pdf,7823,initial,7346,200,18.733,0.0
18.936,PASS,1,rawData/อำเภอเขื่องใน/ตำบลโนนรัง/หน่วยเลือกตั้งที่ 3/5ทับ18(บช).pdf,7881,initial,7374,200,18.936,0.0
16.986,PASS,1,rawData/อำเภอเขื่องใน/ตำบลโนนรัง/หน่วยเลือกตั้งที่ 4/5ทับ18(บช).pdf,8427,initial,7393,200,16.986,0.0
19.991,PASS,1,rawData/อำเภอเขื่องใน/ตำบลโนนรัง/หน่วยเลือกตั้งที่ 5/5ทับ18(บช).pdf,9204,initial,7428,200,19.991,0.0
4.321,PASS,1,rawData/อำเภอเขื่องใน/ตำบลโนนรัง/หน่วยเลือกตั้งที่ 5/5ทับ18.pdf,5119,initial,1715,200,4.321,0.0
17.23,PASS,1,rawData/อำเภอเขื่องใน/ตำบลโนนรัง/หน่วยเลือกตั้งที่ 7/5ทับ18(บช).pdf,8572,initial,7396,200,17.23,0.0
4.038,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลขี้เหล็ก/ตำบลขี้เหล็ก/หน่วยเลือกตั้งที่ 10/5ทับ18.pdf,5009,initial,1721,200,4.038,0.0
18.939,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลขี้เหล็ก/ตำบลขี้เหล็ก/หน่วยเลือกตั้งที่ 2/5ทับ18(บช).pdf,7936,initial,7394,200,18.939,0.0
17.978,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลขี้เหล็ก/ตำบลขี้เหล็ก/หน่วยเลือกตั้งที่ 3/5ทับ18(บช).pdf,8016,initial,7354,200,17.978,0.0
4.284,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลขี้เหล็ก/ตำบลขี้เหล็ก/หน่วยเลือกตั้งที่ 4/5ทับ18.pdf,5028,initial,1734,200,4.284,0.0
19.063,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลขี้เหล็ก/ตำบลขี้เหล็ก/หน่วยเลือกตั้งที่ 6/5ทับ18(บช).pdf,7829,initial,7287,200,19.063,0.0
19.051,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลขี้เหล็ก/ตำบลขี้เหล็ก/หน่วยเลือกตั้งที่ 8/5ทับ18(บช).pdf,8017,initial,7395,200,19.051,0.0
0.947,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลขี้เหล็ก/ตำบลขี้เหล็ก/หน่วยเลือกตั้งที่ 9/5ทับ18(บช).pdf,4932,initial,277,200,0.947,0.0
17.694,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลขี้เหล็ก/ตำบลขี้เหล็ก/หน่วยเลือกตั้งที่ 9/5ทับ18.pdf,8112,initial,7387,200,17.694,0.0
0.935,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลปะอาว/ตำบลปะอาว/หน่วยเลือกตั้งที่ 1/5 ทับ 18 (บช).pdf,4896,initial,279,200,0.935,0.0
4.822,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลปะอาว/ตำบลปะอาว/หน่วยเลือกตั้งที่ 5/5ทับ18.pdf,5061,initial,1731,200,4.822,0.0
18.148,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลปะอาว/ตำบลปะอาว/หน่วยเลือกตั้งที่ 8/5ทับ18(บช).pdf,7758,initial,7386,200,18.148,0.0
20.947,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลปะอาว/ตำบลปะอาว/หน่วยเลือกตั้งที่ 9/5ทับ18(บช).pdf,8092,initial,7371,200,20.947,0.0
21.863,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลปะอาว/ตำบลปะอาว/หน่วยเลือกตั้งที่ 9/5ทับ18.pdf,8129,initial,7373,200,21.863,0.0
19.557,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลหนองขอน/หน่วยเลือกตั้งที่ 1/5ทับ18(บช).pdf,8003,initial,7361,200,19.557,0.0
16.85,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลหนองขอน/หน่วยเลือกตั้งที่ 10/5ทับ18  (บช).pdf,6640,initial,5983,200,16.85,0.0
19.465,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลหนองขอน/หน่วยเลือกตั้งที่ 11/5ทับ 18( บช).pdf,9298,initial,8562,200,19.465,0.0
13.265,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลหนองขอน/หน่วยเลือกตั้งที่ 12/5ทับ18(บช).pdf,7762,initial,4609,200,13.265,0.0
4.693,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลหนองขอน/หน่วยเลือกตั้งที่ 13/5ทับ18(บช).pdf,7197,initial,1457,200,4.693,0.0
0.786,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลหนองขอน/หน่วยเลือกตั้งที่ 14/5ทับ18(บช).pdf,5051,initial,290,200,0.786,0.0
9.444,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลหนองขอน/หน่วยเลือกตั้งที่ 15/5ทับ18(บช).pdf,7822,initial,3532,200,9.444,0.0
14.861,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลหนองขอน/หน่วยเลือกตั้งที่ 16/5ทับ18(บช).pdf,7351,initial,5910,200,14.861,0.0
5.339,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลหนองขอน/หน่วยเลือกตั้งที่ 2/5ทับ18.pdf,4969,initial,1746,200,5.339,0.0
17.545,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลหนองขอน/หน่วยเลือกตั้งที่ 2/5ทับ188(บช)2.pdf,7999,initial,7351,200,17.545,0.0
4.582,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลหนองขอน/หน่วยเลือกตั้งที่ 3/5ทับ18.pdf,4952,initial,1738,200,4.582,0.0
20.262,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลหนองขอน/หน่วยเลือกตั้งที่ 4/5ทับ18(บช).pdf,8361,initial,7411,200,20.262,0.0
15.553,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลหนองขอน/หน่วยเลือกตั้งที่ 5/5ทับ18(บช).pdf,7166,initial,7110,200,15.553,0.0
4.186,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลหนองขอน/หน่วยเลือกตั้งที่ 5/5ทับ18.pdf,4780,initial,1735,200,4.186,0.0
20.623,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลหนองขอน/หน่วยเลือกตั้งที่ 6/5ทับ18(บช).pdf,7332,initial,7687,200,20.623,0.0
9.821,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลหนองขอน/หน่วยเลือกตั้งที่ 7/5ทับ 18( บช).pdf,6296,initial,4722,200,9.821,0.0
23.733,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลหนองขอน/หน่วยเลือกตั้งที่ 8/5ทับ18( บช).pdf,9069,initial,10626,200,23.733,0.0
5.027,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลหนองขอน/หน่วยเลือกตั้งที่ 8/5ทับ18.pdf,4967,initial,1725,200,5.027,0.0
8.985,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลหนองขอน/หน่วยเลือกตั้งที่ 9/5ทับ18 ( บช).pdf,7075,initial,2827,200,8.985,0.0
19.712,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลหัวเรือ/ตำบลหัวเรือ/หน่วยเลือกตั้งที่10/5ทับ18(บช).pdf,7999,initial,7576,200,19.712,0.0
18.194,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลหัวเรือ/ตำบลหัวเรือ/หน่วยเลือกตั้งที่13/5ทับ18(บช).pdf,8525,initial,6869,200,18.194,0.0
20.248,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลหัวเรือ/ตำบลหัวเรือ/หน่วยเลือกตั้งที่14/5ทับ18(บช).pdf,7887,initial,7382,200,20.248,0.0
20.177,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลหัวเรือ/ตำบลหัวเรือ/หน่วยเลือกตั้งที่15/5ทับ18(บช).pdf,7471,initial,7278,200,20.177,0.0
18.533,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลหัวเรือ/ตำบลหัวเรือ/หน่วยเลือกตั้งที่16/5ทับ18(บช).pdf,8747,initial,7386,200,18.533,0.0
21.727,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลหัวเรือ/ตำบลหัวเรือ/หน่วยเลือกตั้งที่2/5ทับ18(บช).pdf,8253,initial,7386,200,21.727,0.0
21.282,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลหัวเรือ/ตำบลหัวเรือ/หน่วยเลือกตั้งที่3/5ทับ18(บช).pdf,7808,initial,7381,200,21.282,0.0
21.091,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลหัวเรือ/ตำบลหัวเรือ/หน่วยเลือกตั้งที่6/5ทับ18(บช).pdf,7150,initial,7707,200,21.091,0.0
4.915,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลหัวเรือ/ตำบลหัวเรือ/หน่วยเลือกตั้งที่6/5ทับ18.pdf,4885,initial,1753,200,4.915,0.0
19.221,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลหัวเรือ/ตำบลหัวเรือ/หน่วยเลือกตั้งที่7/5ทับ18(บช).pdf,8115,initial,7393,200,19.221,0.0
24.556,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลหัวเรือ/ตำบลหัวเรือ/หน่วยเลือกตั้งที่8/5ทับ18(บช).pdf,7901,initial,7365,200,24.556,0.0
14.814,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลหัวเรือ/ตำบลหัวเรือ/หน่วยเลือกตั้งที่9/5ทับ18(บช).pdf,4988,initial,4479,200,14.814,0.0
6.211,PASS,1,rawData/เขต 2 อ.เมืองฯ/ตำบลหัวเรือ/ตำบลหัวเรือ/หน่วยเลือกตั้งที่9/5ทับ18.pdf,4841,initial,1715,200,6.211,0.0
25.147,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 10/5ทับ18(บช).pdf,7891,initial,7378,200,25.147,0.0
22.536,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 11/5ทับ18(บช).pdf,7844,initial,7242,200,22.536,0.0
25.59,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 12/5ทับ18(บช).pdf,8469,initial,7695,200,25.59,0.0
24.661,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 13/5ทับ18(บช).pdf,8207,initial,7645,200,24.661,0.0
6.783,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 13/5ทับ18.pdf,4966,initial,1760,200,6.783,0.0
19.496,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 14/5ทับ18(บช).pdf,8093,initial,7391,200,19.496,0.0
5.49,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 14/5ทับ18.pdf,5151,initial,1766,200,5.49,0.0
4.488,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 16/5ทับ18.pdf,4914,initial,1727,200,4.488,0.0
20.962,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 17/5ทับ18(บช).pdf,8183,initial,7345,200,20.962,0.0
22.735,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 18/5ทับ18(บช).pdf,7867,initial,7244,200,22.735,0.0
22.322,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 19/5ทับ18(บช).pdf,8041,initial,7358,200,22.322,0.0
13.458,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 19/5ทับ18.pdf,5260,initial,4501,200,13.458,0.0
29.914,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 2/5ทับ18(บช).pdf,7293,initial,7389,200,29.914,0.0
8.162,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 2/5ทับ18.pdf,5114,initial,1746,200,8.162,0.0
30.55,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 21/5ทับ18(บช).pdf,7758,initial,7384,200,30.55,0.0
7.188,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 21/5ทับ18.pdf,4922,initial,1744,200,7.188,0.0
22.064,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 22/5ทับ18(บช).pdf,8128,initial,7366,200,22.064,0.0
29.258,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 23/5ทับ18(บช).pdf,8213,initial,7318,200,29.258,0.0
26.47,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 25/5ทับ18(บช).pdf,7487,initial,7251,200,26.47,0.0
28.174,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 26/5ทับ18(บช).pdf,8303,initial,7384,200,28.174,0.0
5.607,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 28/5ทับ18.pdf,5273,initial,1663,200,5.607,0.0
24.147,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 29/5ทับ18(บช).pdf,7956,initial,7192,200,24.147,0.0
7.604,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 29/5ทับ18.pdf,5051,initial,1759,200,7.604,0.0
28.082,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 3/5ทับ18(บช).pdf,8254,initial,7373,200,28.082,0.0
7.723,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 3/5ทับ18.pdf,4995,initial,1741,200,7.723,0.0
22.709,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 31/5ทับ18(บช).pdf,8210,initial,7385,200,22.709,0.0
28.577,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 32/5ทับ18(บช).pdf,8444,initial,7378,200,28.577,0.0
8.928,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 32/5ทับ18.pdf,5171,initial,1722,200,8.928,0.0
25.937,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 33/5ทับ18(บช).pdf,8163,initial,7391,200,25.937,0.0
6.61,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 34/5ทับ18.pdf,4858,initial,1726,200,6.61,0.0
22.057,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 35/5ทับ18(บช).pdf,7910,initial,7314,200,22.057,0.0
0.809,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 36/5ทับ18(บช).pdf,2434,initial,290,200,0.809,0.0
1.046,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 36/5ทับ18.pdf,2474,initial,292,200,1.046,0.0
24.445,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 37/5ทับ18(บช).pdf,7971,initial,7229,200,24.445,0.0
11.568,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 38/5ทับ18(บช).pdf,7570,initial,3167,200,11.568,0.0
21.325,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 39/5ทับ18(บช).pdf,8060,initial,7371,200,21.325,0.0
6.271,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 39/5ทับ18.pdf,5068,initial,1763,200,6.271,0.0
22.419,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 41/5ทับ18(บช).pdf,8224,initial,7389,200,22.419,0.0
30.525,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 42/5ทับ18(บช).pdf,8008,initial,7391,200,30.525,0.0
6.359,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 42/5ทับ18.pdf,5252,initial,1663,200,6.359,0.0
24.496,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 43/5ทับ18(บช).pdf,8123,initial,7370,200,24.496,0.0
7.393,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 43/5ทับ18.pdf,4980,initial,1727,200,7.393,0.0
25.448,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 44/5ทับ18(บช).pdf,7974,initial,7256,200,25.448,0.0
23.791,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 5/5ทับ18(บช).pdf,8096,initial,7359,200,23.791,0.0
17.721,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 6/5ทับ18(บช).pdf,7871,initial,7218,200,17.721,0.0
4.358,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 7/5ทับ18.pdf,4944,initial,1721,200,4.358,0.0
19.935,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 8/5ทับ18(บช).pdf,7831,initial,7360,200,19.935,0.0
19.037,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 9/5ทับ18(บช).pdf,8115,initial,7375,200,19.037,0.0
0.943,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 9/5ทับ18.pdf,2477,initial,292,200,0.943,0.0
19.313,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ิ 40/5ทับ18(บช).pdf,7781,initial,7092,200,19.313,0.0
5.483,PASS,1,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ิ 40/5ทับ18.pdf,4979,initial,1731,200,5.483,0.0
