api_seconds,attempt,file,prompt_chars,request_label,response_chars,status,status_code,total_seconds,wait_seconds
5.521,1,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 7\5ทับ18.pdf,5798,initial,1696,PASS,200,5.521,0.0
19.169,1,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 8\5ทับ18(บช).pdf,9418,initial,7423,PASS,200,19.169,0.0
16.498,1,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 8\5ทับ18(บช).pdf,24994,retry,7426,PASS,200,16.498,0.0
4.041,1,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 8\5ทับ18.pdf,5725,initial,1730,PASS,200,4.041,0.0
9.293,1,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 9\5ทับ18(บช).pdf,6360,initial,4379,PASS,200,9.293,0.0
9.687,1,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 9\5ทับ18(บช).pdf,16523,retry,4379,PASS,200,9.687,0.0
4.1,1,rawData\อำเภอเขื่องใน\ตำบลธาตุน้อย\หน่วยเลือกตั้งที่ 9\5ทับ18.pdf,5761,initial,1728,PASS,200,4.1,0.0
15.747,1,rawData\อำเภอเขื่องใน\ตำบลนาคำใหญ่\หน่วยเลือกตั้งที่ 1\5 ทับ 18 (บช).pdf,9556,initial,7393,PASS,200,15.747,0.0
16.078,1,rawData\อำเภอเขื่องใน\ตำบลนาคำใหญ่\หน่วยเลือกตั้งที่ 1\5 ทับ 18 (บช).pdf,29029,retry,7392,PASS,200,16.078,0.0
3.859,1,rawData\อำเภอเขื่องใน\ตำบลนาคำใหญ่\หน่วยเลือกตั้งที่ 1\5 ทับ 18.pdf,5746,initial,1724,PASS,200,3.859,0.0
15.079,1,rawData\อำเภอเขื่องใน\ตำบลนาคำใหญ่\หน่วยเลือกตั้งที่ 2\5 ทับ 18 (บช).pdf,9468,initial,7227,PASS,200,15.079,0.0
8.565,1,rawData\อำเภอเขื่องใน\ตำบลนาคำใหญ่\หน่วยเลือกตั้งที่ 2\5 ทับ 18 (บช).pdf,24314,retry,4218,PASS,200,8.565,0.0
4.445,1,rawData\อำเภอเขื่องใน\ตำบลนาคำใหญ่\หน่วยเลือกตั้งที่ 2\5 ทับ 18.pdf,4727,initial,1719,PASS,200,4.445,0.0
4.978,1,rawData\อำเภอเขื่องใน\ตำบลนาคำใหญ่\หน่วยเลือกตั้งที่ 2\5 ทับ 18.pdf,8937,retry,1719,PASS,200,4.978,0.0
17.057,1,rawData\อำเภอเขื่องใน\ตำบลนาคำใหญ่\หน่วยเลือกตั้งที่ 3\5ทับ18(บช).pdf,8170,initial,7352,PASS,200,17.057,0.0
20.072,1,rawData\อำเภอเขื่องใน\ตำบลนาคำใหญ่\หน่วยเลือกตั้งที่ 3\5ทับ18(บช).pdf,22946,retry,7352,PASS,200,20.072,0.0
5.201,1,rawData\อำเภอเขื่องใน\ตำบลนาคำใหญ่\หน่วยเลือกตั้งที่ 3\5ทับ18.pdf,5886,initial,1703,PASS,200,5.201,0.0
4.083,1,rawData\อำเภอเขื่องใน\ตำบลนาคำใหญ่\หน่วยเลือกตั้งที่ 3\5ทับ18.pdf,10618,retry,1703,PASS,200,4.083,0.0
14.249,1,rawData\อำเภอเขื่องใน\ตำบลนาคำใหญ่\หน่วยเลือกตั้งที่ 4\5ทับ18(บช).pdf,10355,initial,7153,PASS,200,14.249,0.0
9.014,1,rawData\อำเภอเขื่องใน\ตำบลนาคำใหญ่\หน่วยเลือกตั้งที่ 4\5ทับ18(บช).pdf,25343,retry,4238,PASS,200,9.014,0.0
4.951,1,rawData\อำเภอเขื่องใน\ตำบลนาคำใหญ่\หน่วยเลือกตั้งที่ 4\5ทับ18.pdf,6006,initial,1688,PASS,200,4.951,0.0
15.448,1,rawData\อำเภอเขื่องใน\ตำบลนาคำใหญ่\หน่วยเลือกตั้งที่ 5\5ทับ18(บช).pdf,10016,initial,7367,PASS,200,15.448,0.0
3.938,1,rawData\อำเภอเขื่องใน\ตำบลนาคำใหญ่\หน่วยเลือกตั้งที่ 5\5ทับ18.pdf,5574,initial,1709,PASS,200,3.938,0.0
8.761,1,rawData\อำเภอเขื่องใน\ตำบลนาคำใหญ่\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf,7257,initial,4363,PASS,200,8.761,0.0
9.741,1,rawData\อำเภอเขื่องใน\ตำบลนาคำใหญ่\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf,17123,retry,4363,PASS,200,9.741,0.0
4.961,1,rawData\อำเภอเขื่องใน\ตำบลนาคำใหญ่\หน่วยเลือกตั้งที่ 6\5ทับ18.pdf,11109,initial,1736,PASS,200,4.961,0.0
4.095,1,rawData\อำเภอเขื่องใน\ตำบลนาคำใหญ่\หน่วยเลือกตั้งที่ 6\5ทับ18.pdf,14852,retry,1288,PASS,200,4.095,0.0
9.828,1,rawData\อำเภอเขื่องใน\ตำบลนาคำใหญ่\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf,6579,initial,4288,PASS,200,9.828,0.0
8.736,1,rawData\อำเภอเขื่องใน\ตำบลนาคำใหญ่\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf,15712,retry,4288,PASS,200,8.736,0.0
4.886,1,rawData\อำเภอเขื่องใน\ตำบลนาคำใหญ่\หน่วยเลือกตั้งที่ 7\5ทับ18.pdf,5872,initial,1737,PASS,200,4.886,0.0
4.277,1,rawData\อำเภอเขื่องใน\ตำบลนาคำใหญ่\หน่วยเลือกตั้งที่ 7\5ทับ18.pdf,9578,retry,1737,PASS,200,4.277,0.0
17.097,1,rawData\อำเภอเขื่องใน\ตำบลนาคำใหญ่\หน่วยเลือกตั้งที่ 8\5ทับ18(บช).pdf,7954,initial,7363,PASS,200,17.097,0.0
18.262,1,rawData\อำเภอเขื่องใน\ตำบลนาคำใหญ่\หน่วยเลือกตั้งที่ 8\5ทับ18(บช).pdf,25209,retry,7365,PASS,200,18.262,0.0
4.401,1,rawData\อำเภอเขื่องใน\ตำบลนาคำใหญ่\หน่วยเลือกตั้งที่ 8\5ทับ18.pdf,5588,initial,1726,PASS,200,4.401,0.0
13.162,1,rawData\อำเภอเขื่องใน\ตำบลบ้านกอก\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf,11069,initial,4758,PASS,200,13.162,0.0
9.548,1,rawData\อำเภอเขื่องใน\ตำบลบ้านกอก\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf,20764,retry,4442,PASS,200,9.548,0.0
4.02,1,rawData\อำเภอเขื่องใน\ตำบลบ้านกอก\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf,5611,initial,1719,PASS,200,4.02,0.0
4.32,1,rawData\อำเภอเขื่องใน\ตำบลบ้านกอก\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf,9405,retry,1719,PASS,200,4.32,0.0
16.987,1,rawData\อำเภอเขื่องใน\ตำบลบ้านกอก\หน่วยเลือกตั้งที่ 2\5ทับ18(บช).pdf,9331,initial,7418,PASS,200,16.987,0.0
17.83,1,rawData\อำเภอเขื่องใน\ตำบลบ้านกอก\หน่วยเลือกตั้งที่ 2\5ทับ18(บช).pdf,24758,retry,7424,PASS,200,17.83,0.0
3.936,1,rawData\อำเภอเขื่องใน\ตำบลบ้านกอก\หน่วยเลือกตั้งที่ 2\5ทับ18.pdf,4769,initial,1734,PASS,200,3.936,0.0
16.101,1,rawData\อำเภอเขื่องใน\ตำบลบ้านกอก\หน่วยเลือกตั้งที่ 3\5ทับ18(บช).pdf,9433,initial,7341,PASS,200,16.101,0.0
4.372,1,rawData\อำเภอเขื่องใน\ตำบลบ้านกอก\หน่วยเลือกตั้งที่ 3\5ทับ18.pdf,5245,initial,1709,PASS,200,4.372,0.0
8.02,1,rawData\อำเภอเขื่องใน\ตำบลบ้านกอก\หน่วยเลือกตั้งที่ 4\5ทับ18(บช).pdf,7164,initial,4248,PASS,200,8.02,0.0
8.8,1,rawData\อำเภอเขื่องใน\ตำบลบ้านกอก\หน่วยเลือกตั้งที่ 4\5ทับ18(บช).pdf,16785,retry,4249,PASS,200,8.8,0.0
4.392,1,rawData\อำเภอเขื่องใน\ตำบลบ้านกอก\หน่วยเลือกตั้งที่ 4\5ทับ18.pdf,5564,initial,1726,PASS,200,4.392,0.0
15.564,1,rawData\อำเภอเขื่องใน\ตำบลบ้านกอก\หน่วยเลือกตั้งที่ 5\5ทับ18(บช).pdf,8976,initial,7377,PASS,200,15.564,0.0
15.682,1,rawData\อำเภอเขื่องใน\ตำบลบ้านกอก\หน่วยเลือกตั้งที่ 5\5ทับ18(บช).pdf,24462,retry,7379,PASS,200,15.682,0.0
3.874,1,rawData\อำเภอเขื่องใน\ตำบลบ้านกอก\หน่วยเลือกตั้งที่ 5\5ทับ18.pdf,5820,initial,1736,PASS,200,3.874,0.0
3.954,1,rawData\อำเภอเขื่องใน\ตำบลบ้านกอก\หน่วยเลือกตั้งที่ 5\5ทับ18.pdf,9540,retry,1736,PASS,200,3.954,0.0
17.368,1,rawData\อำเภอเขื่องใน\ตำบลบ้านกอก\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf,8862,initial,7261,PASS,200,17.368,0.0
11.665,1,rawData\อำเภอเขื่องใน\ตำบลบ้านกอก\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf,24369,retry,4351,PASS,200,11.665,0.0
4.454,1,rawData\อำเภอเขื่องใน\ตำบลบ้านกอก\หน่วยเลือกตั้งที่ 6\5ทับ18.pdf,5618,initial,1676,PASS,200,4.454,0.0
9.162,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf,6396,initial,4371,PASS,200,9.162,0.0
10.193,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf,15469,retry,4371,PASS,200,10.193,0.0
3.832,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf,5880,initial,1684,PASS,200,3.832,0.0
3.93,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf,10042,retry,1684,PASS,200,3.93,0.0
16.274,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 10\5ทับ18(บช).pdf,7851,initial,7156,PASS,200,16.274,0.0
15.225,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 10\5ทับ18(บช).pdf,22899,retry,7159,PASS,200,15.225,0.0
3.881,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 10\5ทับ18.pdf,5879,initial,1724,PASS,200,3.881,0.0
4.425,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 10\5ทับ18.pdf,9541,retry,1724,PASS,200,4.425,0.0
17.874,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 11\5ทับ18(บช).pdf,9148,initial,7484,PASS,200,17.874,0.0
16.827,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 11\5ทับ18(บช).pdf,25853,retry,7484,PASS,200,16.827,0.0
5.312,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 11\5ทับ18.pdf,5731,initial,1713,PASS,200,5.312,0.0
15.864,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 12\5ทับ18(บช).pdf,8824,initial,7371,PASS,200,15.864,0.0
9.354,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 12\5ทับ18(บช).pdf,23825,retry,4454,PASS,200,9.354,0.0
5.266,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 12\5ทับ18.pdf,5673,initial,1715,PASS,200,5.266,0.0
4.069,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 2\5 ทับ18.pdf,5744,initial,1718,PASS,200,4.069,0.0
5.666,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 2\5 ทับ18.pdf,9397,retry,1718,PASS,200,5.666,0.0
15.985,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 2\5ทับ18(บช).pdf,11069,initial,7384,PASS,200,15.985,0.0
17.246,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 2\5ทับ18(บช).pdf,26067,retry,7385,PASS,200,17.246,0.0
17.115,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 3\5ทับ18(บช).pdf,8424,initial,7393,PASS,200,17.115,0.0
9.514,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 3\5ทับ18(บช).pdf,23803,retry,4476,PASS,200,9.514,0.0
4.154,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 3\5ทับ18.pdf,5920,initial,1697,PASS,200,4.154,0.0
8.97,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 4\5ทับ18(บช).pdf,6268,initial,4475,PASS,200,8.97,0.0
9.97,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 4\5ทับ18(บช).pdf,15442,retry,4475,PASS,200,9.97,0.0
3.997,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 4\5ทับ18.pdf,4608,initial,1728,PASS,200,3.997,0.0
16.42,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 5\5ทับ18(บช).pdf,9297,initial,7392,PASS,200,16.42,0.0
16.51,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 5\5ทับ18(บช).pdf,26394,retry,7395,PASS,200,16.51,0.0
3.823,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 5\5ทับ18.pdf,5534,initial,1697,PASS,200,3.823,0.0
4.299,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 5\5ทับ18.pdf,9247,retry,1697,PASS,200,4.299,0.0
8.387,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf,7462,initial,4322,PASS,200,8.387,0.0
6.479,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf,18777,retry,2601,PASS,200,6.479,0.0
3.894,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 6\5ทับ18.pdf,5527,initial,1706,PASS,200,3.894,0.0
4.098,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 6\5ทับ18.pdf,9380,retry,1706,PASS,200,4.098,0.0
15.587,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf,11069,initial,6063,PASS,200,15.587,0.0
12.918,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf,23613,retry,6062,PASS,200,12.918,0.0
4.561,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 7\5ทับ18.pdf,5603,initial,1720,PASS,200,4.561,0.0
4.612,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 7\5ทับ18.pdf,9388,retry,1720,PASS,200,4.612,0.0
16.951,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 8\5ทับ18(บช).pdf,8797,initial,7274,PASS,200,16.951,0.0
15.097,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 8\5ทับ18(บช).pdf,24203,retry,7276,PASS,200,15.097,0.0
3.872,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 8\5ทับ18.pdf,5522,initial,1725,PASS,200,3.872,0.0
4.25,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 8\5ทับ18.pdf,9924,retry,1725,PASS,200,4.25,0.0
8.142,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 9\5ทับ18(บช).pdf,7283,initial,4262,PASS,200,8.142,0.0
10.884,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 9\5ทับ18(บช).pdf,16362,retry,4262,PASS,200,10.884,0.0
5.199,1,rawData\อำเภอเขื่องใน\ตำบลบ้านไทย\หน่วยเลือกตั้งที่ 9\5ทับ18.pdf,5645,initial,1706,PASS,200,5.199,0.0
16.589,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf,8407,initial,7591,PASS,200,16.589,0.0
19.514,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf,23329,retry,7591,PASS,200,19.514,0.0
4.346,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf,5741,initial,1708,PASS,200,4.346,0.0
4.269,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf,10117,retry,1708,PASS,200,4.269,0.0
16.526,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 10\5ทับ18(บช).pdf,8647,initial,7379,PASS,200,16.526,0.0
16.486,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 10\5ทับ18(บช).pdf,24659,retry,7379,PASS,200,16.486,0.0
4.183,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 10\5ทับ18.pdf,5822,initial,1723,PASS,200,4.183,0.0
4.824,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 10\5ทับ18.pdf,9533,retry,1723,PASS,200,4.824,0.0
16.858,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 2\5ทับ18(บช).pdf,10489,initial,7445,PASS,200,16.858,0.0
17.564,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 2\5ทับ18(บช).pdf,25611,retry,7433,PASS,200,17.564,0.0
7.731,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 2\5ทับ18.pdf,6010,initial,1709,PASS,200,7.731,0.0
4.659,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 2\5ทับ18.pdf,9838,retry,1709,PASS,200,4.659,0.0
17.934,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 3\5ทับ18(บช).pdf,8906,initial,7389,PASS,200,17.934,0.0
13.012,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 3\5ทับ18(บช).pdf,23851,retry,5062,PASS,200,13.012,0.0
3.833,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 3\5ทับ18.pdf,5761,initial,1727,PASS,200,3.833,0.0
8.579,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 4\5ทับ18(บช).pdf,7219,initial,4381,PASS,200,8.579,0.0
10.733,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 4\5ทับ18(บช).pdf,16207,retry,4381,PASS,200,10.733,0.0
4.109,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 4\5ทับ18.pdf,5495,initial,1515,PASS,200,4.109,0.0
3.209,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 4\5ทับ18.pdf,8937,retry,1515,PASS,200,3.209,0.0
15.029,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 5\5ทับ18(บช).pdf,10606,initial,7261,PASS,200,15.029,0.0
18.143,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 5\5ทับ18(บช).pdf,25438,retry,7261,PASS,200,18.143,0.0
0.735,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 5\5ทับ18.pdf,2938,initial,292,PASS,200,0.735,0.0
10.057,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf,7277,initial,4304,PASS,200,10.057,0.0
10.383,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf,16962,retry,4304,PASS,200,10.383,0.0
4.698,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 6\5ทับ18.pdf,5590,initial,1725,PASS,200,4.698,0.0
5.033,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 6\5ทับ18.pdf,9330,retry,1725,PASS,200,5.033,0.0
14.028,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf,8171,initial,7189,PASS,200,14.028,0.0
16.851,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 7\5ทับ18(บช).pdf,28190,retry,7196,PASS,200,16.851,0.0
3.979,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 7\5ทับ18.pdf,5630,initial,1697,PASS,200,3.979,0.0
4.913,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 7\5ทับ18.pdf,9351,retry,1697,PASS,200,4.913,0.0
16.874,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 8\5ทับ18(บช).pdf,8908,initial,7268,PASS,200,16.874,0.0
15.358,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 8\5ทับ18(บช).pdf,24299,retry,7269,PASS,200,15.358,0.0
4.271,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 8\5ทับ18.pdf,5680,initial,1708,PASS,200,4.271,0.0
4.26,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 8\5ทับ18.pdf,9982,retry,1708,PASS,200,4.26,0.0
9.298,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 9\5ทับ18 (บช).pdf,7354,initial,4368,PASS,200,9.298,0.0
10.953,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 9\5ทับ18 (บช).pdf,16336,retry,4368,PASS,200,10.953,0.0
4.126,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 9\5ทับ18.pdf,5788,initial,1711,PASS,200,4.126,0.0
4.277,1,rawData\อำเภอเขื่องใน\ตำบลยางขี้นก\หน่วยเลือกตั้งที่ 9\5ทับ18.pdf,9428,retry,1711,PASS,200,4.277,0.0
16.42,1,rawData\อำเภอเขื่องใน\ตำบลศรีสุข\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf,7786,initial,7265,PASS,200,16.42,0.0
16.287,1,rawData\อำเภอเขื่องใน\ตำบลศรีสุข\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf,24911,retry,7266,PASS,200,16.287,0.0
4.266,1,rawData\อำเภอเขื่องใน\ตำบลศรีสุข\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf,5520,initial,1709,PASS,200,4.266,0.0
4.458,1,rawData\อำเภอเขื่องใน\ตำบลศรีสุข\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf,9846,retry,1709,PASS,200,4.458,0.0
13.892,1,rawData\อำเภอเขื่องใน\ตำบลศรีสุข\หน่วยเลือกตั้งที่ 2\5ทับ18(บช).pdf,8414,initial,7224,PASS,200,13.892,0.0
17.438,1,rawData\อำเภอเขื่องใน\ตำบลศรีสุข\หน่วยเลือกตั้งที่ 2\5ทับ18(บช).pdf,23306,retry,7225,PASS,200,17.438,0.0
4.609,1,rawData\อำเภอเขื่องใน\ตำบลศรีสุข\หน่วยเลือกตั้งที่ 2\5ทับ18.pdf,5741,initial,1735,PASS,200,4.609,0.0
9.589,1,rawData\อำเภอเขื่องใน\ตำบลศรีสุข\หน่วยเลือกตั้งที่ 3\5ทับ18(บช).pdf,7087,initial,4403,PASS,200,9.589,0.0
6.162,1,rawData\อำเภอเขื่องใน\ตำบลศรีสุข\หน่วยเลือกตั้งที่ 3\5ทับ18(บช).pdf,17200,retry,2685,PASS,200,6.162,0.0
3.945,1,rawData\อำเภอเขื่องใน\ตำบลศรีสุข\หน่วยเลือกตั้งที่ 3\5ทับ18.pdf,5575,initial,1741,PASS,200,3.945,0.0
3.209,1,rawData\อำเภอเขื่องใน\ตำบลศรีสุข\หน่วยเลือกตั้งที่ 4\5ทับ18(บช).pdf,11069,initial,1517,PASS,200,3.209,0.0
2.293,1,rawData\อำเภอเขื่องใน\ตำบลศรีสุข\หน่วยเลือกตั้งที่ 4\5ทับ18(บช).pdf,15061,retry,950,PASS,200,2.293,0.0
4.921,1,rawData\อำเภอเขื่องใน\ตำบลศรีสุข\หน่วยเลือกตั้งที่ 4\5ทับ18.pdf,8885,initial,1763,PASS,200,4.921,0.0
15.635,1,rawData\อำเภอเขื่องใน\ตำบลศรีสุข\หน่วยเลือกตั้งที่ 5\5ทับ18(บช).pdf,8415,initial,7384,PASS,200,15.635,0.0
12.698,1,rawData\อำเภอเขื่องใน\ตำบลศรีสุข\หน่วยเลือกตั้งที่ 5\5ทับ18(บช).pdf,23834,retry,5057,PASS,200,12.698,0.0
4.163,1,rawData\อำเภอเขื่องใน\ตำบลศรีสุข\หน่วยเลือกตั้งที่ 5\5ทับ18.pdf,8652,initial,1718,PASS,200,4.163,0.0
15.763,1,rawData\อำเภอเขื่องใน\ตำบลศรีสุข\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf,9889,initial,7393,PASS,200,15.763,0.0
16.571,1,rawData\อำเภอเขื่องใน\ตำบลศรีสุข\หน่วยเลือกตั้งที่ 6\5ทับ18(บช).pdf,27131,retry,7399,PASS,200,16.571,0.0
5.038,1,rawData\อำเภอเขื่องใน\ตำบลศรีสุข\หน่วยเลือกตั้งที่ 6\5ทับ18.pdf,5733,initial,1723,PASS,200,5.038,0.0
